postcode,instals,estimated_dwellings,density,capacity,capunder10,cap10_100,capover100,countunder10,count10_100,countover100,pot_kw,pot_sqm,pot_gwh,id,locality,state,long,lat,dc,type,status,sa3,sa3name,sa4,sa4name,region,Lat_precise,Long_precise,SA1_MAINCODE_2011,SA1_MAINCODE_2016,SA2_MAINCODE_2016,SA2_NAME_2016,SA3_CODE_2016,SA3_NAME_2016,SA4_CODE_2016,SA4_NAME_2016,RA_2011,RA_2016,MMM_2015,MMM_2019,ced,altitude,chargezone,phn_code,phn_name,lgaregion,lgacode,electorate,electoraterating,ALGO,Total Potentian incl +100
7162,103,275,36,467,415,52,0,99,4,0,6548,"41,904",8.1,10118,BIRCHS BAY,TAS,147.209628,-43.158652,KINGSTON DC,Delivery Area,Updated 6-Feb-2020,60302,Huon - Bruny Island,603,South East,R3,-43.1833907,147.2201344,60302106905,60302106905,603021069,Bruny Island - Kettering,60302,Huon - Bruny Island,603,South East,3,3,5,5,Franklin,287.5415344,T1,PHN601,Tasmania,Kingborough,63610,Franklin,Outer Metropolitan,19,6548
6425,20,46,,132,98,34,0,17,3,0,6319,"40,443",9.5,11122,DULYALBIN,WA,119.143202,-31.398146,SOUTHERN CROSS LPO,Delivery Area,Updated 6-Feb-2020,50902,Wheat Belt - North,509,Western Australia - Wheat Belt,R3,-31.5538889,119.0713006,50902124213,50902124213,509021242,Mukinbudin,50902,Wheat Belt - North,509,Western Australia - Wheat Belt,4,4,6,6,Durack,,W2,PHN503,Country WA,Yilgarn,59360,Durack,Rural,19,6319
6466,11,45,,87,36,51,0,8,3,0,6257,"40,045",9.2,10971,CADOUX,WA,117.100375,-30.719092,NORTHAM POST SHOP,Delivery Area,Updated 6-Feb-2020,50902,Wheat Belt - North,509,Western Australia - Wheat Belt,R3,-30.740808,117.1264753,50902123808,50902123808,509021238,Dowerin,50902,Wheat Belt - North,509,Western Australia - Wheat Belt,4,4,6,6,Durack,343.54599,W2,PHN503,Country WA,Wongan-Ballidu,59310,Durack,Rural,19,6257
3649,89,218,37.2,8873,372,116,8385,81,7,1,6579,"42,104",9.3,7176,KATAMATITE,VIC,145.688671,-36.082665,KATAMATITE,Delivery Area,Updated 6-Feb-2020,21602,Moira,216,Shepparton,R3,-36.0527793,145.6835389,21602141208,21602141208,216021412,Moira,21602,Moira,216,Shepparton,2,2,5,5,Nicholls,,V2,PHN205,Murray,Moira,24900,Nicholls,Rural,19,14964
3447,135,243,51.9,632,531,101,0,126,9,0,6703,"42,897",8.9,7854,TARADALE,VIC,144.322487,-37.157744,TARADALE,Delivery Area,Updated 6-Feb-2020,20202,Heathcote - Castlemaine - Kyneton,202,Bendigo,R3,-37.1465105,144.3576473,20202102815,20202102815,202021028,Castlemaine Region,20202,Heathcote - Castlemaine - Kyneton,202,Bendigo,2,2,5,5,Bendigo,442.8166504,V2,PHN206,Western Victoria,Mount Alexander,25430,Bendigo,Provincial,19,6703
3391,30,88,31.8,212,123,89,0,28,2,0,6319,"40,439",8.5,6000,BRIM,VIC,142.446015,-36.092132,BRIM,Delivery Area,Updated 6-Feb-2020,21501,Grampians,215,North West,R3,-36.0562538,142.4252353,21501139403,21501139403,215011394,Yarriambiack,21501,Grampians,215,North West,3,3,5,5,Mallee,,V2,PHN206,Western Victoria,Yarriambiack,27630,Mallee,Rural,19,6319
3330,27,99,25.3,140,108,32,0,25,2,0,6221,"39,817",8,6242,ROKEWOOD,VIC,143.758576,-37.918437,SHELFORD,Delivery Area,Updated 6-Feb-2020,20301,Barwon - West,203,Geelong,R2,-37.9359743,143.7152249,20301103513,20301103513,203011035,Golden Plains - South,20301,Barwon - West,203,Geelong,2,2,5,5,Wannon,183.7263794,V2,PHN206,Western Victoria,Golden Plains,22490,Wannon,Rural,19,6221
3755,36,103,29.1,233,120,113,0,30,6,0,6313,"40,401",8.1,6972,YAN YEAN,VIC,145.142035,-37.563905,MERNDA,Delivery Area,Updated 6-Feb-2020,20904,Whittlesea - Wallan,209,Melbourne - North East,R3,-37.5474779,145.1486206,20904122503,20904122503,209041225,Whittlesea,20904,Whittlesea - Wallan,209,Melbourne - North East,1,1,1,1,Mcewen,183,V1,PHN202,Eastern Melbourne,Whittlesea,27070,McEwen,Rural,19,6313
2791,62,156,31.4,470,232,238,0,49,13,0,6491,"41,540",9.2,5524,CARCOAR,NSW,149.164475,-33.634941,CARCOAR LPO,Delivery Area,Updated 6-Feb-2020,10304,Orange,103,Central West,R3,-33.6143701,149.141477,10304107611,10304107611,103041076,Blayney,10304,Orange,103,Central West,2,2,5,5,Calare,,N2,PHN107,Western NSW,Blayney,10850,Calare,Rural,18,6491
2809,51,113,38.9,297,213,84,0,44,7,0,6341,"40,584",9.3,5426,GREENETHORPE,NSW,148.432316,-33.972859,GREENETHORPE LPO,Delivery Area,Updated 6-Feb-2020,10302,Lachlan Valley,103,Central West,R3,-34.0414059,148.3945107,10302106610,10302106610,103021066,Grenfell,10302,Lachlan Valley,103,Central West,3,3,5,5,Riverina,414.789978,N2,PHN107,Western NSW,Cowra,12350,Riverina,Rural,18,6341
3542,32,68,41.2,186,138,48,0,28,4,0,6238,"39,921",9,7650,COKUM,VIC,143.406398,-35.700788,SWAN HILL,Delivery Area,Updated 6-Feb-2020,21503,Murray River - Swan Hill,215,North West,R3,-35.7546836,143.2568631,21503140019,21503140019,215031400,Buloke,21503,Murray River - Swan Hill,215,North West,3,3,5,5,Mallee,98.79094696,V2,PHN205,Murray,Gannawarra,22250,Mallee,Rural,18,6238
3751,16,116,12.1,150,74,76,0,14,2,0,6111,"39,109",7.8,6966,WOODSTOCK,VIC,145.052904,-37.554655,WHITTLESEA,Delivery Area,Updated 6-Feb-2020,20904,Whittlesea - Wallan,209,Melbourne - North East,R3,-37.5365105,145.0603633,20904122511,20904122511,209041225,Whittlesea,20904,Whittlesea - Wallan,209,Melbourne - North East,2,1,2,1,Mcewen,206.1248322,V1,PHN202,Eastern Melbourne,Whittlesea,27070,McEwen,Rural,18,6111
3900,31,120,23.3,158,118,40,0,28,3,0,6114,"39,132",7.7,8558,BENAMBRA,VIC,147.826143,-36.88053,BENAMBRA,Delivery Area,Updated 6-Feb-2020,20502,Gippsland - East,205,Latrobe - Gippsland,R3,-36.9180065,147.7736105,20502108209,20502108209,205021082,Bruthen - Omeo,20502,Gippsland - East,205,Latrobe - Gippsland,3,3,5,5,Gippsland,810.9300537,V2,PHN204,Gippsland,Towong,26670,Gippsland,Rural,18,6114
3242,165,441,34.5,899,676,223,0,152,13,0,6667,"42,669",8.3,6506,BIRREGURRA,VIC,143.740326,-38.346704,BIRREGURRA LPO,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3,-38.3300725,143.8128803,21702142604,21703147302,217031473,Colac Region,21703,Colac - Corangamite,217,Warrnambool and South West,2,2,5,5,Corangamite,,V2,PHN206,Western Victoria,Colac Otway,21750,Corangamite,Provincial,18,6667
3430,43,131,26,303,166,137,0,34,9,0,6243,"39,955",8,5825,CLARKEFIELD,VIC,144.806632,-37.494056,SUNBURY,Delivery Area,Updated 6-Feb-2020,21004,Sunbury,210,Melbourne - North West,R3,-37.497542,144.8071366,21002123503,21002123503,210021235,Romsey,21002,Macedon Ranges,210,Melbourne - North West,2,2,3,2,Mcewen,,V1,PHN201,North Western Melbourne,Hume,23270,McEwen,Rural,18,6243
3337,4780,16097,28.4,24683,19889,4194,600,4572,206,2,18816,"120,422",23.1,20801,HARKNESS,VIC,144.5462424,-37.65724033,Melbourne Metro,Delivery Area,Updated 6-Feb-2020,21304,Melton - Bacchus Marsh,213,Melbourne - West,R1,-37.6669,144.564,21304135805,21304135805,213041358,Melton West,21304,Melton - Bacchus Marsh,213,Melbourne - West,1,1,1,1,Gorton,169.7231598,V1,PHN201,North Western Melbourne,Melton,24650,McEwen,Rural,18,19416
840,129,428,29.4,839,794,45,0,126,3,0,6546,"41,892",9.8,350,DUNDEE BEACH,NT,130.3529386,-12.72451307,,,Updated 3-Dec-2022,70203,Daly - Tiwi - West Arnhem,702,Northern Territory - Outback,R1,-12.7575418,130.3928484,70203105708,70203105708,702031057,Alligator,70203,Daly - Tiwi - West Arnhem,702,Northern Territory - Outback,4,4,6,6,,8.118341446,NT1,PHN701,Northern Territory,Belyuen,70540,Lingiari,Rural,18,6546
3270,33,364,8.5,159,138,21,0,31,2,0,5813,"37,201",7.3,6329,PETERBOROUGH,VIC,142.870164,-38.602117,TIMBOON,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3,-38.5949819,142.8793838,21702142814,21703147503,217031475,Corangamite - South,21703,Colac - Corangamite,217,Warrnambool and South West,3,3,5,5,Wannon,8.736377716,V2,PHN206,Western Victoria,Warrnambool,26730,Wannon,Rural,18,5813
4364,53,79,59.5,342,231,111,0,47,6,0,6313,"40,405",9.3,9418,BROOKSTEAD,QLD,151.396183,-27.710492,BROOKSTEAD - LPO,Delivery Area,Updated 6-Feb-2020,30702,Darling Downs - East,307,Darling Downs - Maranoa,R3,-27.7569394,151.4513347,30702118211,30702118211,307021182,Pittsworth,30702,Darling Downs - East,307,Darling Downs - Maranoa,2,2,5,5,Groom,378.4510803,Q2,PHN304,Darling Downs and West Moreton,Toowoomba,36910,Groom,Provincial,18,6313
3979,72,143,46.2,423,329,94,0,66,6,0,6342,"40,591",7.8,8470,ALMURTA,VIC,145.591284,-38.44818,KORUMBURRA,Delivery Area,Updated 6-Feb-2020,20503,Gippsland - South West,205,Latrobe - Gippsland,R3,-38.4723141,145.6211838,20503109309,20503109309,205031093,Wonthaggi - Inverloch,20503,Gippsland - South West,205,Latrobe - Gippsland,2,2,5,5,Monash,71.70117188,V2,PHN204,Gippsland,Bass Coast,20740,Monash,Rural,18,6342
6421,21,69,30.4,122,122,0,0,21,0,0,6038,"38,644",8.7,11111,BURRACOPPIN,WA,118.524208,-31.327544,MERREDIN POST SHOP,Delivery Area,Updated 6-Feb-2020,50902,Wheat Belt - North,509,Western Australia - Wheat Belt,R3,-31.4263744,118.4223102,50902124008,50902124008,509021240,Merredin,50902,Wheat Belt - North,509,Western Australia - Wheat Belt,4,4,6,6,Durack,,W2,PHN503,Country WA,Merredin,55460,Durack,Rural,18,6038
3311,226,1005,21.3,1178,904,274,0,214,12,0,6360,"40,703",8,6167,CASTERTON,VIC,141.229722,-37.468159,CASTERTON,Delivery Area,Updated 6-Feb-2020,21701,Glenelg - Southern Grampians,217,Warrnambool and South West,R3,-37.583333,141.4,21701142002,21701142002,217011420,Glenelg (Vic.),21701,Glenelg - Southern Grampians,217,Warrnambool and South West,3,3,5,5,Wannon,,V2,PHN206,Western Victoria,Glenelg,22410,Wannon,Rural,18,6360
2808,47,196,21.9,241,198,43,0,43,4,0,6043,"38,678",8.6,5425,WYANGALA,NSW,149.02317,-33.976987,WOODSTOCK LPO,Delivery Area,Updated 6-Feb-2020,10302,Lachlan Valley,103,Central West,R3,-33.9954583,148.9435575,10101100615,10106154401,101061544,Young Region,10106,Young - Yass,101,Capital Region,3,3,5,5,Riverina,,N2,PHN110,Murrumbidgee,Cowra,12350,Riverina,Rural,18,6043
7055,59,163,31.3,669,240,429,0,51,8,0,6492,"41,546",8.2,10259,HUNTINGFIELD,TAS,147.285203,-42.994715,KINGSTON DC,Delivery Area,Updated 6-Feb-2020,60104,Hobart - South and West,601,Hobart,R2,-43.001318,147.2961559,60104102202,60104102202,601041022,Kingston - Huntingfield,60104,Hobart - South and West,601,Hobart,2,2,2,2,Franklin,,T1,PHN601,Tasmania,Hobart,62810,Franklin,Outer Metropolitan,18,6492
7213,35,158,20.9,152,114,38,0,33,2,0,5889,"37,687",7.3,11637,AVOCA,TAS,147.781593,-41.828496,ST MARYS,Delivery Area,Updated 6-Feb-2020,60303,South East Coast,603,South East,R3,-41.781389,147.721944,60203106110,60203106110,602031061,Northern Midlands,60203,North East,602,Launceston and North East,3,3,5,5,Lyons,225.7949219,T1,PHN601,Tasmania,Northern Midlands,64610,Lyons,Rural,18,5889
7265,23,135,16.3,107,97,10,0,22,1,0,5819,"37,239",7.2,11516,BANCA,TAS,147.823431,-41.08106,SCOTTSDALE,Delivery Area,Updated 4-Dec-2022,60203,North East,602,Launceston and North East,R3,-41.0329207,147.7625775,60203106309,60203110001,602031100,Scottsdale - Bridport,60203,North East,602,Launceston and North East,3,3,5,5,Bass,,T1,PHN601,Tasmania,Dorset,61810,Bass,Provincial,18,5819
3491,29,71,35.2,160,104,56,0,25,4,0,5940,"38,018",8.7,7791,PATCHEWOLLOCK,VIC,142.218273,-35.434099,PATCHEWOLLOCK,Delivery Area,Updated 6-Feb-2020,21502,Mildura,215,North West,R3,-35.394936,142.1063337,21502139811,21502139811,215021398,Mildura Region,21502,Mildura,215,North West,3,3,5,5,Mallee,72,V2,PHN206,Western Victoria,Yarriambiack,27630,Mallee,Rural,18,5940
6357,10,47,,50,38,12,0,9,1,0,5781,"36,999",8.1,15661,PINGARING,WA,118.724162,-32.80966,LAKE GRACE LPO,Delivery Area,Updated 6-Feb-2020,50903,Wheat Belt - South,509,Western Australia - Wheat Belt,R3,-32.6899741,118.8130675,50903124713,50903124713,509031247,Kulin,50903,Wheat Belt - South,509,Western Australia - Wheat Belt,4,4,6,6,O'Connor,,W2,PHN503,Country WA,Kulin,54760,Durack,,17,5781
6361,11,72,13.9,55,42,13,0,10,1,0,5738,"36,722",8,15665,HARRISMITH,WA,117.7572,-32.9894,NARROGIN,Delivery Area,Updated 6-Feb-2020,50903,Wheat Belt - South,509,Western Australia - Wheat Belt,R3,-32.9362761,117.8565108,50903124712,50903124712,509031247,Kulin,50903,Wheat Belt - South,509,Western Australia - Wheat Belt,4,4,6,6,O'Connor,,W2,PHN503,Country WA,Wickepin,59100,Durack,,17,5738
2726,56,121,39.7,394,257,137,0,48,8,0,6072,"38,859",8.6,3556,BUNDARBO,NSW,148.326675,-34.78436,JUGIONG LPO,Delivery Area,Updated 6-Feb-2020,10101,Goulburn - Yass,101,Capital Region,R3,-34.8459524,148.3509697,10101100422,10106154204,101061542,Yass Region,10106,Young - Yass,101,Capital Region,3,3,5,5,Riverina,391.601532,N2,PHN110,Murrumbidgee,Cootamundra-Gundagai Regional,12160,Riverina,Rural,17,6072
3705,68,133,46.6,370,287,83,0,62,6,0,6038,"38,646",7.6,7108,CUDGEWA,VIC,147.769911,-36.322884,CUDGEWA,Delivery Area,Updated 6-Feb-2020,20403,Wodonga - Alpine,204,Hume,R3,-36.1622621,147.8026919,20403107219,20403107219,204031072,Towong,20403,Wodonga - Alpine,204,Hume,3,3,5,5,Indi,,V2,PHN205,Murray,Towong,26670,Indi,Rural,17,6038
7179,68,416,16.1,273,260,13,0,67,1,0,5629,"36,027",6.6,10148,EAGLEHAWK NECK,TAS,147.944957,-43.033826,SORELL DC,Delivery Area,Updated 6-Feb-2020,60303,South East Coast,603,South East,R3,-42.9956989,147.9278157,60303107305,60303107305,603031073,Forestier - Tasman,60303,South East Coast,603,South East,3,3,5,5,Lyons,,T1,PHN601,Tasmania,Tasman,65210,Lyons,Rural,17,5629
854,17,329,3.3,234,60,174,0,11,6,0,5539,"35,452",8.7,378,BORROLOOLA,NT,136.424191,-16.503809,,,Updated 3-Dec-2022,70205,Katherine,702,Northern Territory - Outback,R1,-16.0684461,136.3097128,70205106601,70205106601,702051066,Gulf,70205,Katherine,702,Northern Territory - Outback,5,5,7,7,,121.5480728,NT1,PHN701,Northern Territory,Roper Gulf,73600,Lingiari,Rural,17,5539
3238,56,196,26.5,281,215,66,0,52,4,0,5757,"36,845",6.8,6486,GLENAIRE,VIC,143.429978,-38.781787,COLAC DC,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3,-38.7761059,143.4336928,21702143107,21703147606,217031476,Otway,21703,Colac - Corangamite,217,Warrnambool and South West,3,3,5,5,Corangamite,23.59970093,V2,PHN206,Western Victoria,Colac Otway,21750,Corangamite,Provincial,17,5757
4353,71,134,45.5,434,261,173,0,61,10,0,5969,"38,199",8.8,9606,BERGEN,QLD,151.904578,-27.256984,HADEN-CMA,Delivery Area,Updated 4-Dec-2022,30702,Darling Downs - East,307,Darling Downs - Maranoa,R3,-27.277131,151.8932186,30702117919,30702117919,307021179,Crows Nest - Rosalie,30702,Darling Downs - East,307,Darling Downs - Maranoa,2,2,5,5,Maranoa,,Q2,PHN304,Darling Downs and West Moreton,Toowoomba,36910,Maranoa,Rural,17,5969
6504,38,95,34.7,222,155,67,0,33,5,0,5749,"36,792",8.5,10760,MOOLIABEENEE,WA,116.042298,-31.310791,BINDOON LPO,Delivery Area,Updated 6-Feb-2020,50902,Wheat Belt - North,509,Western Australia - Wheat Belt,R3,-31.3027216,116.0768508,50902123612,50902123612,509021236,Chittering,50902,Wheat Belt - North,509,Western Australia - Wheat Belt,3,3,5,5,Pearce,,W2,PHN503,Country WA,Chittering,51680,Pearce,Outer Metropolitan,17,5749
7177,47,236,18.6,286,212,74,0,44,3,0,5668,"36,276",6.7,10145,BOOMER BAY,TAS,147.976495,-42.884195,SORELL DC,Delivery Area,Updated 6-Feb-2020,60303,South East Coast,603,South East,R2,-42.8545086,147.8313509,60106103416,60106103416,601061034,Dodges Ferry - Lewisham,60106,Sorell - Dodges Ferry,601,Hobart,3,3,5,5,Lyons,,T1,PHN601,Tasmania,Tasman,65210,Lyons,Rural,17,5668
3713,239,853,26.7,1158,867,291,0,228,11,0,6112,"39,119",8.1,7124,EILDON,VIC,145.90623,-37.241527,EILDON,Delivery Area,Updated 6-Feb-2020,20401,Upper Goulburn Valley,204,Hume,R3,-37.2342952,145.897646,20401105419,20401105419,204011054,Alexandra,20401,Upper Goulburn Valley,204,Hume,3,3,5,5,Indi,219,V2,PHN205,Murray,Murrindindi,25620,Indi,Rural,17,6112
3957,62,139,35.3,562,206,356,0,49,13,0,6032,"38,608",7.4,8676,GRASSY SPUR,VIC,146.126718,-38.589302,MEENIYAN,Delivery Area,Updated 6-Feb-2020,20503,Gippsland - South West,205,Latrobe - Gippsland,R3,-38.6203815,146.108203,20503108716,20503108716,205031087,Foster,20503,Gippsland - South West,205,Latrobe - Gippsland,2,2,5,5,Monash,143.7161102,V2,PHN204,Gippsland,South Gippsland,26170,Monash,Rural,17,6032
3832,53,168,26.8,317,189,128,0,45,8,0,5739,"36,732",6.7,37,NAYOOK,VIC,145.945214,-37.919937,NEERIM JUNCTION,Delivery Area,Updated 25-Mar-2020,20501,Baw Baw,205,Latrobe - Gippsland,R3,-37.9151442,145.9302897,20501107713,20501107713,205011077,Mount Baw Baw Region,20501,Baw Baw,205,Latrobe - Gippsland,2,2,5,5,Monash,,V2,PHN204,Gippsland,Unincorporated Vic,29399,Monash,Rural,17,5739
6254,86,259,32.8,379,358,21,0,85,1,0,5725,"36,639",7.7,16122,GREENBUSHES,WA,116.072643,-33.844406,GREENBUSHES LPO,Delivery Area,Updated 6-Feb-2020,50103,Manjimup,501,Bunbury,R3,-33.8567992,116.0532266,50103101707,50103101707,501031017,Bridgetown - Boyup Brook,50103,Manjimup,501,Bunbury,3,3,5,5,O'Connor,,W2,PHN503,Country WA,Bridgetown-Greenbushes,50840,Forrest,,17,5725
2585,26,155,12.3,206,109,97,0,19,7,0,5565,"35,619",7.7,1077,GALONG,NSW,148.498501,-34.572329,GALONG LPO,Delivery Area,Updated 6-Feb-2020,10101,Goulburn - Yass,101,Capital Region,R3,-34.6006042,148.5315297,10101100620,10106154403,101061544,Young Region,10106,Young - Yass,101,Capital Region,2,2,5,5,Riverina,411.6888428,N2,PHN110,Murrumbidgee,Hilltops,13910,Riverina,Rural,17,5565
6564,98,166,58.4,389,373,16,0,97,1,0,5816,"37,224",8.4,10651,CLACKLINE,WA,116.538966,-31.726613,CLACKLINE CPA,Delivery Area,Updated 6-Feb-2020,50902,Wheat Belt - North,509,Western Australia - Wheat Belt,R3,-31.7094264,116.5196956,50902124335,50902124335,509021243,Northam,50902,Wheat Belt - North,509,Western Australia - Wheat Belt,2,2,5,5,Pearce,244.5297852,W2,PHN503,Country WA,Northam,56730,Pearce,Outer Metropolitan,17,5816
3446,223,501,42.7,1017,918,99,0,214,9,0,6190,"39,613",8.3,7852,DRUMMOND NORTH,VIC,144.374338,-37.184831,MALMSBURY,Delivery Area,Updated 6-Feb-2020,20202,Heathcote - Castlemaine - Kyneton,202,Bendigo,R3,-37.2,144.283333,20202102814,20202102814,202021028,Castlemaine Region,20202,Heathcote - Castlemaine - Kyneton,202,Bendigo,2,2,4,4,Bendigo,452.3408508,V2,PHN206,Western Victoria,Mount Alexander,25430,Bendigo,Provincial,16,6190
3663,59,111,45.9,415,238,177,0,51,8,0,5801,"37,126",7.8,7202,MANGALORE,VIC,145.158863,-36.910878,SEYMOUR,Delivery Area,Updated 6-Feb-2020,20401,Upper Goulburn Valley,204,Hume,R3,-36.9383316,145.1596592,20401105803,20401105803,204011058,Nagambie,20401,Upper Goulburn Valley,204,Hume,2,2,5,5,Nicholls,,V2,PHN205,Murray,Mitchell,24850,Nicholls,Rural,16,5801
3323,5,55,9.1,29,29,0,0,5,0,0,5365,"34,336",6.9,6229,BERRYBANK,VIC,143.520934,-38.026314,GEELONG MC OPERATIONS,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3,-37.9825676,143.4763603,21702142714,21703147405,217031474,Corangamite - North,21703,Colac - Corangamite,217,Warrnambool and South West,3,3,5,5,Wannon,149,V2,PHN206,Western Victoria,Golden Plains,22490,Wannon,Rural,16,5365
4402,75,224,32.6,363,334,29,0,73,2,0,5586,"35,751",8.2,9498,COOYAR,QLD,151.803967,-26.978981,COOYAR - CMA,Delivery Area,Updated 6-Feb-2020,30702,Darling Downs - East,307,Darling Downs - Maranoa,R3,-26.9935232,151.7886398,30702117913,30702117913,307021179,Crows Nest - Rosalie,30702,Darling Downs - East,307,Darling Downs - Maranoa,3,3,5,5,Maranoa,485.5184021,Q2,PHN304,Darling Downs and West Moreton,Somerset,36580,Maranoa,Rural,16,5586
3895,31,129,21.7,167,131,36,0,28,3,0,5403,"34,582",6.8,8817,DOCTORS FLAT,VIC,147.887515,-37.379331,ENSAY,Delivery Area,Updated 6-Feb-2020,20502,Gippsland - East,205,Latrobe - Gippsland,R3,-37.2996064,147.740283,20502108211,20502108211,205021082,Bruthen - Omeo,20502,Gippsland - East,205,Latrobe - Gippsland,3,3,5,5,Gippsland,,V2,PHN204,Gippsland,East Gippsland,22110,Gippsland,Rural,16,5403
3590,56,123,35.8,572,212,360,0,44,12,0,5840,"37,373",8.4,7324,BEVERFORD,VIC,143.493525,-35.235708,BEVERFORD,Delivery Area,Updated 6-Feb-2020,21503,Murray River - Swan Hill,215,North West,R3,-35.2285875,143.4662269,21503140520,21503140520,215031405,Swan Hill Region,21503,Murray River - Swan Hill,215,North West,3,3,5,5,Mallee,,V2,PHN205,Murray,Swan Hill,26610,Mallee,Rural,16,5840
6512,11,72,13.9,62,51,11,0,10,1,0,5315,"34,015",8.2,10780,COOMBERDALE,WA,116.070173,-30.446675,MOORA LPO,Delivery Area,Updated 6-Feb-2020,50902,Wheat Belt - North,509,Western Australia - Wheat Belt,R3,-30.4681607,116.0367168,50902124111,50902124111,509021241,Moora,50902,Wheat Belt - North,509,Western Australia - Wheat Belt,3,3,5,5,Durack,270.7186279,W2,PHN503,Country WA,Moora,55600,Durack,Rural,16,5315
6411,16,64,23.4,90,78,12,0,15,1,0,5351,"34,249",7.8,11094,DOODLAKINE,WA,117.905311,-31.550535,NORTHAM POST SHOP,Delivery Area,Updated 6-Feb-2020,50902,Wheat Belt - North,509,Western Australia - Wheat Belt,R3,-31.5133284,117.8416463,50902123706,50902123706,509021237,Cunderdin,50902,Wheat Belt - North,509,Western Australia - Wheat Belt,3,3,5,5,Durack,307.8122864,W2,PHN503,Country WA,Kellerberrin,54410,Durack,Rural,16,5351
6627,7,47,,41,41,0,0,7,0,0,5291,"33,863",8.3,10706,CANNA,WA,115.902023,-28.850457,MORAWA LPO,Delivery Area,Updated 6-Feb-2020,50805,Mid West,508,Western Australia - Outback,R3,-28.8381495,115.9940986,50805121604,51104129110,511041291,Morawa,51104,Mid West,511,Western Australia - Outback (South),4,4,6,6,Durack,346.5233459,W2,PHN503,Country WA,Morawa,55670,Durack,Rural,16,5291
6393,21,75,28,80,80,0,0,21,0,0,5298,"33,906",7.4,15728,CORDERING,WA,116.85396,-33.538228,WILLIAMS LPO,Delivery Area,Updated 6-Feb-2020,50903,Wheat Belt - South,509,Western Australia - Wheat Belt,R3,-33.512098,116.675354,50903125015,50903125015,509031250,Wagin,50903,Wheat Belt - South,509,Western Australia - Wheat Belt,3,3,5,5,O'Connor,246.8482361,W2,PHN503,Country WA,West Arthur,58890,Durack,,16,5298
3464,220,555,36,1442,825,617,0,200,20,0,6384,"40,856",8.2,7940,CARISBROOK,VIC,143.841414,-37.019811,CARISBROOK,Delivery Area,Updated 6-Feb-2020,20103,Maryborough - Pyrenees,201,Ballarat,R3,-37.0150311,143.8454596,20103101711,20103101711,201031017,Maryborough Region,20103,Maryborough - Pyrenees,201,Ballarat,2,2,5,5,Mallee,,V2,PHN206,Western Victoria,Central Goldfields,21670,Mallee,Rural,16,6384
6574,6,45,,35,23,12,0,5,1,0,5238,"33,523",8.1,10672,BINDI BINDI,WA,116.425241,-30.650914,MOORA LPO,Delivery Area,Updated 6-Feb-2020,50902,Wheat Belt - North,509,Western Australia - Wheat Belt,R3,-30.5938945,116.3630201,50902124107,50902124107,509021241,Moora,50902,Wheat Belt - North,509,Western Australia - Wheat Belt,3,3,5,5,Durack,300.8866577,W2,PHN503,Country WA,Moora,55600,Durack,Rural,16,5238
4376,76,175,36.6,612,255,357,0,64,12,0,5697,"36,459",8.2,9440,THULIMBAH,QLD,151.933783,-28.541494,THE SUMMIT-LPO,Delivery Area,Updated 6-Feb-2020,30703,Granite Belt,307,Darling Downs - Maranoa,R3,-28.5513492,151.9490005,30703118810,30703118810,307031188,Stanthorpe Region,30703,Granite Belt,307,Darling Downs - Maranoa,3,3,5,4,Maranoa,894.3115234,Q2,PHN304,Darling Downs and West Moreton,Southern Downs,36660,Maranoa,Rural,16,5697
6434,16,50,20,6372,47,46,6279,10,3,3,5241,"33,544",7.6,11182,CUNDEELEE,WA,125.672818,-30.820157,KALGOORLIE DC,Delivery Area,Updated 6-Feb-2020,50803,Goldfields,508,Western Australia - Outback,R3,-31.0156071,123.1463744,50803120206,51103128202,511031282,Kambalda - Coolgardie - Norseman,51103,Goldfields,511,Western Australia - Outback (South),5,5,7,7,O'Connor,,W2,PHN503,Country WA,Kalgoorlie-Boulder,54280,Durack,,16,11520
2725,68,203,30,365,278,87,0,61,7,0,5325,"34,081",7.8,3555,STOCKINBINGAL,NSW,147.815806,-34.44817,STOCKINBINGAL LPO,Delivery Area,Updated 6-Feb-2020,11303,Wagga Wagga,113,Riverina,R3,-34.4822804,147.848103,11303126310,11303126310,113031263,Cootamundra,11303,Wagga Wagga,113,Riverina,3,3,5,5,Riverina,290.1411438,N2,PHN110,Murrumbidgee,Temora,17350,Riverina,Rural,15,5325
3581,42,110,34.5,220,166,54,0,38,4,0,5234,"33,498",7.5,7294,BEAUCHAMP,VIC,143.78521,-35.628333,Victoria Country 5,,Updated 6-Feb-2020,21503,Murray River - Swan Hill,215,North West,R3,-35.6026,143.802,21503140112,21503140112,215031401,Gannawarra,21503,Murray River - Swan Hill,215,North West,3,3,5,5,Mallee,78,V2,PHN205,Murray,Gannawarra,22250,Mallee,Rural,15,5234
